Ratings,Reviews
4.0,"Great ambience and food, especially when it's hard to find good food in the Castro. Cheeseburger was cooked perfectly and not overly messy or greasy. Wife had the chicken and it was cooked perfectly. Great presentation and flavors overall. Wine selection is excellent too. Definitely would come back to try the other dishes and deserts"
5.0,"Beautiful patio, delicious food, fabulous service! I made a reservation for dinner with my mom for an early dinner. We got there right after opening and the staff were charming and accommodating. They let us turn the heater outside way up and did not mind when 20 minutes later we sheepishly asked them to turn it down because we'd over done it. They had wonderful recommendations. The caprese salad was amazing (I'm super picky about which tomatoes I'll eat)...dessert was great too. Everything felt seasonal and fresh. I'm definitely looking forward to trying brunch next time I go."
5.0,"Very good food, we ordered the rabbit and it was very well cooked. We also ordered the duck off menu and that was better than the rabbit.Great atmosphere and good patio in the back! Selection is not too big The patio could accommodate a small group."
5.0,"My husband is a real talent at scouting out tasty spots for dinner when we travel.  This gem was no exception.Fable is unique - it's outdoor courtyard in back could be gimmicky in some dining locales - a necessary distraction from poor service, hodgepodge fair or both.  Not here.  The courtyard was the perfect setting for the great service and fantastic cuisine.  I'd definitely recommend requesting the patio whenever you come here.  It's ""zen-like"" atmosphere pairs perfectly with the exquisite menu.  I had the pork chop - perfectly cooked with a savory charred taste.  The potatoes au gratin were very tasty.The chef cooks at an open kitchen you pass on your way in.  The perfect way to find out what you want to order.A few important notes:Seating outdoors has ample heaters and cover - there is a well kept manicured garden adjacent to the dining area.  If you make a reservation, make sure to ask for a seat outdoorsThere is no bar - it's beer and wine onlyThere is no real waiting area to unwind before you get your table.There is only one restroom that I saw - it's shared between men and women.  The night I was there, it was on the messy side.Here is a real kicker - if you sit on the patio, you MUST surrender your alcohol at 9pm on the dot.  This is an ABC law I'm guessing.  They will warn you in advance."
4.0,"Our first time dining here, our meal was EPIC. 5 stars. I had the melon salad with chili vinaigrette. My brain exploded. I. Have. Never. I then had the four cheese mac and the corn with shishito peppers, tomatoes, and butter. I wanted to eat forever. We finished things off with the coconut cream cake and berries. Lemme tell you, when we renew our vows, I'm having this cake made for us. It is heaven, in the Castro, and it seriously lit my heart on fire.Our second time here, everything fell flat. Maybe it was a different chef? Please find the guy that created our first meal here! Please, find him and pay him a large sum of money to teach all the other chefs how to elevate their game. Gotta give 'em 4 stars for lagging the second time:/"
5.0,"There were two, now three favorite eateries we can go to in the Castro. I would have to say however, Fables by far is the best in years and would consider them #1 choice for 2014. What a fantastic meal we had. We came to celebrate an intimate birthday dinner for two, and what we received was more than their scrumptious and excellent meal, we were treated by ""Fable's"" signature, excellent, first class, world service!  We even got tickled pink when the gracious staff kept bringing our new utensils from a cute basket.  The owner Eric (host) and along with his staff, they are just wonderful.Recommendations, their duck salad was just fantastic. Their grilled lamb and pork chops, all we can say; OMG, wow!!  Cheers and enjoy! :p"
4.0,"Best Patio Ever!Really good atmosphere and amazing food! The only reason why I didn't give 5 stars is because the menu was so limited for a sunday brunch. There were only about 6 options on the menu for a full entree. But everything on the menu was great. This is a really good spot for a group brunch, but MAKE A RESERVATION. Sit on the patio for sure, because its beautiful. All of their food is really good. I got the omelette with sausage and gruyere which was soooooo good. The potatoes that accompanied it were perfectly cooked and seasoned. Everyone in the group I went with ordered something different and there were 0 complaints. Bloody Mary's and Seasonal Mimosas must be flowing the entire time."
4.0,"My sweet hubby made reservations for my Birthday dinner. He saw there was an outdoor patio area with heat lamps (rare in SF). We had an early dinner reservation 5pm. I'm pregnant so I appreciate an early dinner, possibly a second dinner around 8pm, then resting.We started with the crab cakes - soooo good! One of the best I've ever hadI ordered the Pork Chops - I had to get it well done. It came out perfect. Tasty, wasn't dry at allMy Husband ordered the burger - the burger was out of this world! The meat was perfectly seasoned, buns crisp. Delish!Mac and cheese side of course! It was just OK. I had a couple of Birthday cakes at home waiting for me so none of the desserts were calling me.Overall, a great birthday dinner in the Castro!"
4.0,"My friend and I arrived right at opening for dinner and was warmly greeted by staff.  Sat right at front window for Happy Hour.Service: Since we were one of the only patrons at the time, service was great.  Drinks: Bundaberg Guava Soda - I liked it.  Tasted like light guava and perfume. Persimmon Ginger Shrub - Tasted like kombucha.  A bit sour and tart.  There was a small fly in my glass, but I didn't notice until I was nearly finished with the drink.  Whoops.Food:Ricotta Stuffed Squash Blossom - Wow!  This was so delicious.  The crisp, light batter was very well balanced with the delicate texture of the flower and the subtle lemon/pesto flavor of the ricotta.  Must order!Sauteed Baja Shrimp with Crispy Polenta Sticks - Also very good.  The polenta was perfectly crisp on the outside and fluffy-soft inside.  I appreciated that the shrimps still had their heads on because that's the most flavorful part. The body of the shrimps would good but just ever-so-slightly overcooked. Vegan Lasagna - My friend ordered this and I was very pleasantly surprised.  Very flavorful with dimensions and textures.  I'm not a vegan, but I would order this myself!Halibut with Mango Pico de Gallo - Thick cut of excellently pan fried fish with humungous butter beans. Unfortunately I felt this dish was under seasoned.  Could have added more of the mango pico de gallo in order to give more flavor. Overall, my friend and I enjoyed ourselves here and would come back to try other dishes."
5.0,"This restaurant was very cute!! Nice staff, good food! I had the organic chicken breast and the mac n cheese and it was very tasty. The dish was also very well presented. Highly recommend to come to this restaurant whether you are on date night or outing with friends.P.S also had dessert and it was DELICIOUS"
5.0,"Came here on a Saturday night for dinner with my friends and had a fantastic experience. We were greeted warmly upon arrival and seated at a cozy table. Our server was so awesome and friendly (unf I didn't get his name but he sported a long ponytail)We were all starving and ordered: Appetizers- Baja shrimp with crispy polenta sticks, ricotta stuffed squash blossoms, Entrees- 2 orders of vegan lasagne, pork chopsSides- mac-n- cheese, friesEverything was delicious, especially the lasagne. I'm not even vegan, but would def reorder next time The venue itself is cute, cozy, and maybe 2 bombs for loudness, which was nice that we didn't have to shout at each other all night. Think there's outdoor seating as well?Net, this place is a thumbs up and will return!"
3.0,"Made an easy OpenTable reservation for brunch on a weekend. Overall wasn't too impressed unfortunately. Things we ordered:Orange Mimosa: 4/5 - delicious! We all really enjoyed this.Smoked Salmon w/ Brioche: 2/5 - for almost $20 this was sort of a rip off. There was barely any salmon and the best thing on the plate were the potatoes. They were super crispy and flavorful.Duck Frittata: 3/5 - ok, not much duck but tasty. Our server was really friendly and it wasn't a bad meal, but the price for portion of food just wasn't worth it."
5.0,"First visit and very impressed. Sat in the garden patio in the back of the restaurant. There are heat lamps and lights, and overall a very relaxing and romantic ambiance. Went on a Wednesday evening, so not a lot of people which contributed to immediate seating and faster service. The pork chop was amazing. Cooked perfectly and very flavorful. Onion rings that come with the dish add a nice crunch to the palate. I will definitely be returning sometime!"
5.0,Great food in hidden garden. Heaters always keep you warm and toasty. Garden is beautiful. Food is upscale comfort food.
4.0,"According to Wikipedia, a fable is ""a succinct fictional story, in prose or verse, that features animals, mythical creatures, plants, inanimate objects or forces of nature which are given human qualities which illustrate or lead to an interpretation of a moral"". Yep, that sure sounds like the Castro all right, where naive visitors are constantly surrounded by animals of all species, mythical and not-so-mythical creatures, inanimate objects that come to life with a little vodka, and when the clubs close, genuine forces of nature. But I digress as this is a fable of a different genre.It's a succinct, decidedly non-fictional place where appetites remain of a human quality that may or may not lead to a moral. Fable is a bit on the pricey side, but the menu is mostly scrumptious (photo: bit.ly/1fAJqzb) which probably accounts for the number of young, smartphone-adhered foodies waiting against the side wall for an empty table. I got lucky as a solitary diner who was able to secure the closest seat at the counter to the host station. I was a bit in the shadows, but that didn't seem to affect the service level much. Even though I was almost lured by their daily special of deviled eggs, I decided to try the $14 Dijon-Crusted Braised Pork Cheeks.They were a tantalizing trio of fried goodness covered in lacinato kale, crisp apple, and crispy shallots, all of it drizzled with a cider vinaigrette (photo: bit.ly/1muyJzV). Very unique flavors that were a bit on the sour side. Perhaps to compensate for the pig factor, I went to the other extreme on my main dish and ordered the $21 Vegan Winter Vegetable Lasagna, which turned out to be quite tasty even without the ground beef I had come to expect thanks to all those years of Stouffer's frozen entrees. It was made with spinach and butternut squash with cashew ""cheese"" and macadamia ""ricotta"" - faux-cheeses that were pretty darn convincing dairy doppelgangers - and a thick tomato sauce (photo: bit.ly/1fojjwM).Accompanied by toasted wedges of rustic bread, this was quite a hearty serving of goodness. Patting myself for such a healthy selection, I paid the price by ordering the $9 Pear and Ginger Crisp, a hefty cobbler festooned with walnuts and dominated by a large scoop of Straus vanilla ice cream (photo: bit.ly/1jw5NGN). Completely undeserving, completely devoured. It was a comfort dessert on steroids. Chef Jon Hearnsberger even came out to serve it to me, a personal touch I appreciated considering how busy they were that evening. So Fable is not a fable in the literary sense, just a culinary treat for all you inanimate objects in need of a moral lesson like stop being such a glutton when you already had two courses. Sheesh.FOOD - 4 stars...eclectic dishes with culinary pizazzAMBIANCE - 3.5 stars...cozy, a bit too much but still a relatively comforting spaceSERVICE - 4 stars...attentive staff all aroundTOTAL - 4 stars...there's a moral to be learned here...give me a minute"
4.0,"Last night dinner : Fable: cool place ... food is ok. Our fav was the tuna tartar , crab cake and Brussels sprout. The special duck was tough cooked medium well. The seared tuna was nothing wow and definitely their special persimmon drink is a no. The drink taste like the persimmon might have been spoiled when they made it not knowing. Anyway the service was great and they gave us free dessert to sing to our girl Kathy for her bday. Overall 4 star because everyone there was so nice  from the hostess , waitress to their kitchen staff."
3.0,We weren't big fans. The pork chop and the cioppino were so-so. Ambiance was nice but didn't wow us. Service was acceptable. Too bad Firefly was closed for the night. That was the original choice.
3.0,"We came for brunch. I likely will not return. The bread appetizer is good. The omelette was delicious! The potatoes were cooked well but not seasoned at all. The eggs benedict was average. There are no lattes, they only have drip coffee and whole milk. No reduced fat milk, no almond milk. This is a deal breaker for a brunch spot. The service was not great. The server seemed uninterested and was far from friendly. The food was pricey for what it was."
5.0,"This place is a little Gem! Came here for Valentines day ;) and shared the prixe fixe valentines day menu. First off, the location is prime--right in the heart of Castro, and it's a cute little hole in the wall. When you walk in, there's a long walk way with the bar and some tables--you can even see part of the cooking from the bar, which is cool! At night, this place is lit in a cutesy and romantic sort of way. Lucky us, got seated in the beautiful hidden patio in the back-- I mean damn, all the points this place is SEXY AF. Despite being a chilly San Francisco night, the heat lamps back there really keep you super warm, comfy and cozied up to your company. Plus, while I didn't get a pic, there's some sexy lighting between the string lights and some fun light-up letters along the wall. Surrounding the patio is some luscious greenery as well--as you can see, I really can't get enough of the aesthetic. First Corse- Butter Lettuce Salad | Golden beets, blood orange, goat cheese buttermilk dressingRefreshing, butter lettuce is such an underrated lettuce. The golden beets gave the dish a ton of color and I personally have a thing for blood orange where I think it's just the best thing period. The dressing was mixed in and not too overpowering, keeping the dish light and refreshing. We nixed the goat cheese, as my date isn't a fan :P- Sun Choke Soup | Celery, onion,  carrots, heavy cream, sun choke chipsGeez Louise, this was amazing, like I'm drooling on my keyboard as we speak. It's so simple! But whatever the helluva combination they created, it was perfect. Also the sun choke chips. Where can I buy a bag of that stuff? Recipe testing for this starts STAT.Main CorseBacon Wrapped Fillet | Rainbow carrots, asparagus, huckleberry and red wine reductionA thick filet, wrapped in smoky bacon, this was the filler of the meal. Cooked rare, how we usually like it, though I should've asked for black and blue because I definitely could've gone for a little more ""rare"". The huckleberry reduction was a nice touch, and everything was seasoned really well!Pan Seared Salmon | mash potatoes, green beans, aged balsamicYou don't know a perfectly cooked salmon until you've had a perfectly good salmon at Fable. Crispy skin and fish that's flaking like you're cutting through pudding. This was by far our favorite--so simple but really just a delectable dish that's classic and you can't go wrong!DessertSeasonal SorbetsWe have a thing for sorbet, as in any and all the time, it's a good choice for dessert. There was a scoop each of Raspberry, Peach, and I think Lemon? Don't remember too clearly but it was a perfect palate cleanser and digestive for all of the food we had.Cream Cheese Panacota | thyme, fresh raspberry's, raspberry d'iglaseRemember the comment earlier about cheese? Guess my date didn't notice it here! Haha, I actually am not a fan of sweet cream cheese (sorry cheesecake....) but this panna cotta wasn't too cheesy. It was creamy, melt in your mouth goodness and not at all heavy. The raspberry cut through any sort of overly cheesy flavor. While this was my least favorite, it wasn't bad at all.Service here was perfect--take recommendations from your servers because I don't remember what wine I had but we had REAL and good champagne, and a glass each of a dry white and a red, all per recommendation and they were great with the meal! What I really liked was that it wasn't too rushed and I feel like the server came back at the most perfect times--which i definitely appreciate for a date night!Highly highly recommend, especially for a special someone. Next I'll be back for brunch!!!"
4.0,"We were looking for a great place to kill hunger pangs, and Yelp pointed us to the Castro.The neon sign hanging outside lets you know there's a garden patio in back, and it's worth checking out! I'll let the other reviewers give the details on the food & drink, but we were really pleased with our choices. The chef and owner, Jon, is famous for his $30 cioppino, and it was worthy. Mussels, clams, fresh crab, salmon and a large diver scallop in a savory red broth had me fork-fencing with Luci N. for last bite.There was a vegan entree that looked appetizing, but we didn't check it out. The standout entree of the night, however, was the chicken! Amazing and one you wouldn't easily recreate at home."
3.0,"I had the quinoa bowl during brunch with OJ - yes, very healthy haha. It's a cute theme, with animals from fables portraits on the wall. Nothing memorable enough to make me come back, but it was a nice spot to visit! The food was good."
5.0,Nice backyard patio for that Sunday brunch. Service was quick and staff made the experience even better.
4.0,"My best friend scooped me up for our brunch date with our other good friend, Kanako and she made reservations at Fable. Our booth table was located in the gorgeous back patio under the shade. Our server was helpful and friendly. I ordered the frisee salad with bacon on the side. I didn't want to order anything too heavy. It was a good time spent and I loved being at Fable!"
5.0,"I can't believe it has taken me so long to finally come to Fable. Nina Y invited me here for her birthday brunch. It was a stormy San Francisco day/week so around 11AM there was no one else on the back outdoor patio where 12 of us were eating. My only critique about Fable is that they tried stuffing so many of us at so few tables and got upset when we added one more table to the end. I understand wanting to make more money with more customers, but make sure your current ones are comfortable!Anyways, I ordered the Eggs Benedict, and my boyfriend got the Dungeness Crab Omelette. Both were so freaking delicious!! Would recommend both. Fable is of my favorite SF brunches of all-time, I would say. The potatoes were especially well-done. Perfectly crispy and not too battered. The mimosas were served in carafes instead of having a bottomless option, which I personally like because I promised myself never to do bottomless mimosas again. Overall it was a good experience for me. I love love love their back outdoor patio area (feels kinda tropical) as well as their food. Conveniently located near my home, I will definitely be back here again."
4.0,"Place is really excellent for brunch gathering with friends. Cute patio at the back. Mimosa was delicious, but the food wasnt mind blowing. Still recommended for a weekend brunch hanging out with friends"
5.0,"Came here for Sunday brunch and had a lovely time- ordered the FANTASMIC, let me repeat, FANTASMIC, burger (get all the fixin's- cheese, bacon, fried egg. Don't. Skimp.Ya Wimp.) The fried chicken sandwich for brunch was also delish- aioli and yummy cabbage slaw on top. Slightly pricey but great portions and flavorful savory food. Yum."
2.0,"We had a reservation for 2 and were seated at a non-desirable table between the doorway & the service entrance, (many servers thumping behind us constantly). The entire peaceful patio directly in front of us was  empty, so we asked to move to one of the 7 empty tables. ..they checked. Our Server comes back and says  ""No, we're gonna stay here, but don't worry - you're gonna like it"" . Us: ""You mean we can't move to the empty tables even though we have a reservation?"" . Server: ""nope, no tables available for quite awhile""/ Us: ""but we have reservations""/ server : ""sorry"". Us: ""ok, well we're not ok with this table, so I guess we're not going to stay"" / Server: ""ok""Really!? The restaurant had just opened, was nearly empty and we had reservations, but they couldn't accommodate us at our reservation time?... I've had one service experience like this before and it was in the Soviet Union in late 1980's...Well, that was a bummer. Nice patio, decent food, but D for effort in accommodating a party of 2 with a reservation. :/"
5.0,"This place is amazing! The Eggs Benedict is great, great combo of textures and tastes. The quiche was alas amazing. We got a side of banana bread to share which was perfect. The patio was beautiful and they have heat lamps so it doesn't get too cold. We also brought our dog and they had no problems with it!"
3.0,"I wanted to go to Dante's table since I heard great things about it. So I went up the street to Fable and decided to walk in and try some of their foods. For dinner, I ordered the pork cheeks and the duck breast. The pork cheeks came with some kale, apple, and crispy shallots. It was delicious. The cheeks were nice and tender on the inside, but the counter point of the kale and apple was great. Something I truly enjoyed. I ordered the duck breast special. It was a duck breast with farro, fava beans, and some raspberry sauce. The sauce and raspberries was interesting, but not the most complementary thing you could have with it.But then after a few months, after getting stood up by a first date (brunch date) by a guy who ""doesn't feel our chemistry"" via text (commence the eyerolling now), I decided I needed a treat and came to Fable and try out their patio and brunch.  Instead, I sat in the patio and decided to order a pomegranate mimosa and the omlette.  The mimosa was nice and the omelette was delicious. It was filled with chorizo which definitely made me choose it.  There were some other people getting drunk nearby, but it's not too bad.  Not too many loud drunks. Overall, I really had a great time and the food is good. Service was great as well. Protip: sit in the patio!"
2.0,"I went here with my wife. The first sign that something was wrong was at the front counter: the half-empty tall can of La Croix in my wife's hand wasn't allowed in, because they're apparently so desperate for money that about a dollar of sparkling water warranted holding us up from our seats and making us dispose of it.Well, screw them. I took it from her and chugged it right there.We weren't particularly hungry that night, so we got a risotto, shishito peppers and some squid with beans alongside a big bottle of San Pellegrino. The peppers were generic and slightly salty. The squid and beans were tasteless and overly chewy, and we had to spritz it with some lemon and douse it in salt to make it edible. We chewed on the squid long enough to really sit there and appreciate the terrible music.We waited about twenty minutes for the risotto; and when it came, two completely unremarkable scallops and a single chunk of pork belly garnishing a tiny slurry of rice, it was more or less tasteless, though there was a hint of bitterness in it (and at that point, any flavor at all was welcome).It's bland food, and they're desperate for a reason. Don't feed the beast - walk a handful of yards down the street and find something better."
5.0,"Amazingly good short ribs and peach cobbler with Blackberry ice cream.   This little restaurant is a pleasant surprise in this neighborhood with a wonderful outdoor patio in back of the restaurant.  Reservations are recommended, but they can accommodate walk ins."
1.0,"Overrated place.Food OK, but no highlight for that bunch of money.One starter. two glass of wine two plates 112$I think next time we will not come back sorry"
1.0,"I will never eat here. I called in because I was looking for a place to have brunch this weekend with bottomless mimosas. The guy that answered the phone was very pretentious. When I asked about bottomless mimosas, he said,""Oh No. We can't give up tables for that long. We are too popular for that. Other places that aren't as popular have to do bottomless mimosas to get people in the door, but we are just to busy for that. We don't have to."" Soubded very snobby and seem like a place I would want to go to anyways."
4.0,"On a recent brunch, we were seated and fed quickly. It was a nice surprise! The food was good, the mimosas were on point, and the service was attentive. Well done. I'm a fan of the cuisine and the ambiance. The service is attentive; the wines are great. So what's not not like? How guests are greeted. In the Castro, which is casual, it's harsh to be greeted with, ""do you have a reservation?"" It's irritated more than one person that I've known to have dined here.  The way it's asked always seems to come across as douschy. And people who've also been there have agreed with me. It's OK to say to someone asking to be seated if they have a reservation, but to be asked that as the very 1st thing when you present yourself at the host's station....rubs me the wrong way."
5.0,"Our favorite restaurant in the neighborhood. Hip and fun. Love the the menu...interesting dishes, perfectly prepared...beautiful ingredients. The special is always a good choice. Sitting at the chef's counter watching items prepared in the open kitchen great for 2 people. We've gone with larger groups too and it's always been a fun and QUALITY dining experience."
4.0,"Fable is a cute little restaurant just popped up in the Castro. It's a great spot for a date or to catch up with some friends. Someone compared them to Frances but that is really unfair because Frances adds alot of extra creativity to the menu than at Fable. Food here is solid, with highlights and low lights. There was nothing particularly exceptional but it was a good dinner, albeit a bit on the pricey side given the quantity. I especially loved the acme rustic rolls, Cabernet Sauvignon (ouch - $15/glass), and side of corn (super sweet and fresh!). Everything else was pretty good - make sure to pass on the Mac and cheese."
3.0,"Wandered in here during the Pink Party with the bf and really wanted to like it. It was one of the few spots in the Castro that wasn't jam-packed with a line spilling out the door and I'd heard good things. There wasn't a line but we had to wait for a table. When we let the attendant know that we were fine sitting at the bar, he seated us right away.We each ordered a glass of wine (good wine selection) and enjoyed the menagerie of characters wandering around outside. Unfortunately, they were out of the only special (mac and cheese croquettes) which was disappointing as it was only 7 pm. Instead, we ordered the ceviche and baked mac and cheese with crispy quinoa. Both were decent but nothing to write home about. Our waiter was a bit curt and it felt overpriced for what it it was. Two glasses of wine, an appetizer, and a side came out to over $50. Welcome to San Francisco."
2.0,"I'm not sorry I tried Fable, but I don't think I'll return.Service was great, we were greeted warmly and had a nice corner table on the back patio. Our server was very friendly and gave suggestions and guidance on what to order.The place is beautiful, and the back patio is super cozy and comfortable. Prices are high, but not unexpected for the area and the food ideas - I say ideas because...Our food was pretty meh. Other than the squash blossoms filled with ricotta, which were seriously fantastic, everything just seemed to miss the mark in some way.-Mac and cheese coquettes we're perfectly cooked but lacked seasoning. -Bay shrimp ceviche was presented beautifully but in a hard to eat out of glass, and also lacked some serious seasoning.-lamb chops were cooked perfectly, but served with super dry and under seasoned potatoes.-ahi tuna nicoise was beautiful and full of lots of delicious items but the tuna was cooked all the way through. It might as well have been chicken of the sea it was so cooked. Really disappointing.Again, I'm not sorry I tried Fable, but I won't return."
5.0,"Incredible, fresh, vegan lasagna features more vegetables than pasta for a great low carb option. The chefs table is a great seat to observe all of the action in front of your eyes!The aroma of herbs and spices floating through the air from the au four create a warming ambiance of culinary delight!!"
2.0,"I decided to dine here alone one of the nights during my visit.  The meal started on a high note with stuffed squash blossoms.  They were remarkably well seasoned and flavorful.  The duck breast as an entree, however, was overcooked.  In fact, it was hammered.  Even as overcooked as it was, the fat was not properly rendered and the skin was not crispy.  It was underseasoned and so were the potatoes on the plate.  The entree left me wanting.  The wine is priced at a premium.  $14 for a glass of average chardonnay? Seriously? I tried dessert, as well, and the bread pudding was overbaked with a burnt exterior.  It was dry, and it left an acrid flavor on the palate.  Overall, the meal conceptually was good but the execution was poor."
4.0,"Every girl dreams of meeting Prince Charming who will sweep her off her feet. I did.Fast forward 10 years.I read that Prince Charming is actually a certified douche. A douche who marries Cinderella, Snow White AND Sleeping Beauty then cheats on them ALL. WTF! Was he trying to do a FFFM Gangb*ng? UGH. Damn you, Fables comics for ruining my image of Prince Charming. Forever.Thank goodness Fable, the new restaurant from an Anchor Oyster Bar and Woodhouse Fish Co. alum in the Castro has no remembrance of Prince Charming. Instead, the whimsical dining room with rich cabin woods and orange antler chandeliers has animal portraits adorning the walls. With dim lighting, it's perfect for a casual date. Adorable ambiance and décor aside, Fable is one of the most solid brand new restaurants I've been to having just opened for less than two weeks. The New American menu is small with creative twists to American Classics (online menu: bit.ly/XsHj4l). The sampling of what we had proved that the food is solid with well-balanced flavors and textures. Say YES to the bread! We forwent it which was a HUGE mistake because as we were leaving, I saw they serve Acme's rustic mini baguettes. *Sad pouty lip*To get a front view of the action, we sat at the chef's counter and started with their special salad of the night, a Dungeness Crab Salad ($15) which was crisp butter lettuce nicely dressed with a creamy tangy dressing and topped with generous fresh chunks of crab meat and sprinkled with crispy bacon bits: bit.ly/Yi1CEE. I'm not much of a salad person but I could eat this salad every day. The Dijon Crusted Pork Cheeks ($12) were mouth-watering: bit.ly/YI1H2w. Incredibly tender, the pork cheeks were flavorful and paired nicely with the slightly bitter kale dressed in a refreshing cider vinaigrette, tart apples, and crispy shallots for a texture contrast. Our mains were just as solid as the appetizers except they were both a bit overcooked. Mr. NSS went with the Crispy Skinned Duck Breast ($20) which could have been a little bit crispier but the flavor was on point with the honey-cider sauce giving it a lovely savory sweetness with a touch of tang: bit.ly/WfedFf. I didn't care for the lentils though as I'm not a lentils person. My Brined & Grilled Pork Chop ($17) was well-seasoned and tender but cooking it medium as stated (it was more well done) would have made it more succulent: bit.ly/XGx6TD. I loved the kumquat-riesling sauce and the crunchy toasted pecans made this dish even more divine (close-up: bit.ly/XuiKny). The side of Cauliflower Gratin ($7) was deliciously decadent but guilt-free since cauliflower was used in lieu of evil potatoes: bit.ly/13aJekJ. No dinner is quite complete without dessert. The Pear & Ginger Crisp ($8) was sweetly satisfying with tender chunks of pear and crystallized ginger: bit.ly/YLRGQx. The scoop of vanilla ice cream gave it that extra layer of creamy decadence not to mention a delightful cold temperature contrast to the hot fruit crisp.  The staff was as wonderful as can be. Service was very attentive but not overbearing. We were checked on numerous times and even the chef checked in to make sure we were enjoying dinner. Nice touch and much appreciated. I'm looking forward to the their back patio opening in hopes they offer bottomless brunches (hint, hint to the owner). Don't worry, I will behave with both my top and bottom on. ;)Oh yah, NO visit to the Castro is complete without stopping by at Hot Cookie one block away (yelp.com/biz/hot-cookie-…). I bet you Prince Charming wasn't packing like THAT! *Giggles*"
4.0,Nice relaxed atmosphere. I had an amazing stuffed squash dish that was a nice treat for this vegetarian. I get tired of having boring options when dining out. Nice wine pairings. Everyone was friendly. We will be back for more.
4.0,"We had a lovely Sunday brunch on Fable's gorgeous outdoor patio!I was able to get a reservation for a party of 4 the morning of our brunch, which was fantastic.The food was pretty good!  My husband and I shared the Acme French toast and fried chicken sandwich - both were quite flavorful without being too rich.  Our group shared a carafe of the tangerine blood orange mimosas, which were also delicious.The service was excellent, and we found our waiter quite friendly, attentive, and prompt.The outdoor patio, which is covered, was the perfect place to eat on a sunny, warm afternoon.Fable was great, and we intend to be back!"
4.0,"I always head to Fable when I am craving Pork Chop. They have one of the most beautifully made pork chop you'll ever find in the area - it is just mouth-watering. However, this dish is not the only delicious meal I have got here. Other great finds at Fable are their three egg omelette, the rocky chicken sandwich or even their salmon carbonara. I usually do not order sandwiches when I go out to a restaurant but the one I get here is not just a simple sandwich; it's as good as some of the finest meals you can get at this restaurant. It's a foodie's dreamland for sure! Everything is worth trying here if you're looking for something new. Of course, this place comes with its flaws; service can be a tad slow at times, and you have to pray that it's not on an evening you're there. Prices can be a little hefty as well if you haven't been to Fables before, but it's worth it!"
5.0,We had a DELICIOUS meal at Fable last night....it's the next morning and we're still raving about it. The squash blossom appetizer was mouthwatering and the vegan lasagna was off-the-charts good. Wow!  Really nice energy in the restaurant and top notch service.
4.0,"A truly appreciated departure from the rather icky restaurant choices in the main area of Castro, Fable is comfy and cozy with a menu that delivers. You won't be disappointed. Staff is insanely friendly and accommodating. They're all about their guests and it shows. Beer and wine only, but a selection that's just right. The menu changes regularly. I was secretly hoping that they'd have mac & cheese on the evening I visited. Sad pandas, they did not. Our meal was delicious and we savored every bite:- The duck confit salad was lovely. People who say they're weary about duck will change their minds. Perfect for sharing- The Cioppino is some of the best I've ever had. Insanely generous chunks of seafood (esp crab) in broth so rich and satisfying you'll think you're eating a King's feast- Tri-tip is pleasantly flavorful and not too spicy- Sides: the roasted squash is undoubtedly one of the the best things we've ever had (we recommend getting one order per person), Cheese grits are good but nothing mind-blowingCan't wait to return."
5.0,We stopped in for a quick lunch and I was impressed with the quality of the food. I had the vegi omelette with homemade ricotta cheese and it was very tasty as was the fried potatoes that it came with. My son had the crispy fried chicken sandwich and I tried a bite and wow was it good.I would suggest sitting outside in the back by the garden area as it really is a beautiful setting.
3.0,"MMMM boy, have things changed. We had in the past considered Fable to be a place for a good dinner at a reasonable price. Not having been in for about a year or so, we decided on our Saturday night out, to come in for dinner and were a bit taken back by the prices.The back patio dining has always been a favorite of mine, with the garden area to really make it sweet out there. Our server was a ""hit"" and then became a big ""miss""... Totally lost his game when he had more than two tables to serve, as we were at a table where we could see the other tables he had. Lots of mistakes, and missteps. Other tables appeared frustrated with him. We ended up getting ignored in the process. Too bad...The food was 'good' but I have enjoyed far better elsewhere. And, then the bill came, and we felt it just wasn't in line with the food and service. There are other places that can compete for my dinner dollars."
4.0,"Nothin fancy, just good food!!  I'm really excited that I have a place in the neighborhood that's actually GOOD!  I am actually *feeling* Fable!  The only thing I'm not sure I care for are the seating arrangements.  I mean, the space is really small, awkward, and there are really no great places to seat.  But lucky for me (and my date), we were seated in that little nook by the window.  That just may be the best seat in the house.I highly recommend Fable as a great date spot - but even better - a great ALONE spot (yes, they have bar seating)Moving on to the food - FANTASTIC!  To be honest with you, all I can remember that I had was a beet salad and a stellar entree. I couldn't tell you the actual dishes, except that they made a vegetarian exception for me :)  That said, they managed to make the food exceptionally fresh, rich with a little extra something that made me want to come back. My biggest gripe is that I walked out smelling like cooked food.  Not the worst thing in the world, I guess.Being that I'm only 2 blocks away, maybe I'll be back soon with a 5-star update?  We'll see!"
